1,3,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,30,31,32,33,34,35,36,39,40,41,42,43,44,45,46,label
44569,5190,0.005989,2158,2464,31,29,6,6,2763733.5,3155117.5,24,24,255,255,2452886941,2453194906,90,103,0,0,15.197605,0.322044,0.24487,0.23313,0.000752,0.00062,0.000132,0,0, ,9,8,3,5,1,1,2,0
31078,56748,0.131119,4550,74896,31,29,7,33,274071.6563,4512542,78,80,255,255,1881731941,1893738687,58,936,0,0,86.958725,84.047885,1.679208,1.653282,0.005001,0.00216,0.002841,0,0, ,3,13,7,2,1,1,1,0
55422,80,1.026307,1684,10168,31,29,3,5,12191.28418,74862.59375,14,18,255,255,1488150117,3639813431,120,565,1,3924,8768.255661,7676.901235,78.920618,60.339882,0.000637,0.00052,0.000117,0,0, ,2,1,1,2,1,1,1,0
47439,53,8.00E-06,114,0,254,0,0,0,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.008,0,0,0,0,0,2, ,36,36,34,34,34,18,36,1
47439,53,7.00E-06,264,0,60,0,0,0,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,0.007,0,0,0,0,0,0, ,26,26,16,16,16,16,26,0
46331,80,0.525781,4710,268,254,252,3,1,65700.35938,3408.263184,12,6,255,255,3780351578,3488926627,393,45,1,0,2472.599535,127.361836,44.217817,87.479398,0.144106,0.08838,0.055726,0,1, ,1,1,1,1,1,1,16,1
16236,21,0.026607,2934,3742,31,29,11,15,865336.1875,1104371,52,54,255,255,1104787737,3251203340,56,69,0,0,38.223811,0.974159,0.515686,0.490245,0.00079,0.000622,0.000168,0,0,1,1,1,5,6,1,1,5,0
47439,53,9.00E-06,114,0,254,0,0,0,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,0.009,0,0,0,0,0,2, ,44,44,28,28,28,14,44,1
31505,6881,0.368606,11376,470062,31,29,18,169,245638.9688,10174810,196,376,255,255,2710795677,568856798,58,1250,0,0,104.888303,62.344511,1.90814,0.981699,0.000595,0.000466,0.000129,0,0, ,6,9,7,9,6,1,7,0
7280,53,0.00105,130,162,31,29,0,0,495238.125,617142.875,2,2,0,0,0,0,65,81,0,0,0,0,0.009,0.007,0,0,0,0,0, ,2,1,2,8,1,1,1,0
52778,57521,0.002761,320,1836,31,29,1,2,773632.75,4656284,6,8,255,255,1025932489,1029613488,53,230,0,0,27.41604,0.520271,0.4898,0.326286,0.000592,0.000473,0.000119,0,0, ,3,3,4,3,1,1,5,0
17842,25,0.021401,37266,3380,31,29,18,8,13662913,1233587.25,52,42,255,255,1071267615,1072304166,717,80,0,0,22.228296,0.884247,0.41862,0.508732,0.00067,0.000539,0.000131,0,0, ,2,2,3,5,2,2,2,0
64263,37676,0.037655,4862,78752,31,29,7,36,1020847.188,16536874,84,86,255,255,4033233110,4041865622,58,916,0,0,0,23.00411,0.449602,0.436988,0.000637,0.000508,0.000129,0,0, ,6,2,4,3,1,1,1,0
47439,53,8.00E-06,114,0,254,0,0,0,57000000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.008,0,0,0,0,0,2, ,39,39,39,39,39,14,39,1
35225,5190,0.00434,1470,1728,31,29,5,4,2588018.5,2958525.25,22,14,255,255,1521461037,3667151937,67,123,0,0,12.984445,0.364082,0.217,0.277846,0.000762,0.000602,0.00016,0,0, ,3,2,3,1,1,1,2,0
38658,53,0.001163,146,178,31,29,0,0,502149.625,612209.8125,2,2,0,0,0,0,73,89,0,0,0,0,0.008,0.007,0,0,0,0,0, ,2,2,3,5,2,1,2,0
62024,58741,0.833045,4896,3080,31,29,7,7,45346.89063,28598.69531,28,30,255,255,2067454143,161725944,175,103,0,0,2375.062359,66.411602,30.841592,28.709,0.000616,0.000481,0.000135,0,0, ,6,10,4,3,1,1,6,0
55533,50827,0.326771,424,8824,31,29,1,4,9082.813477,198034.7188,8,12,255,255,3812319188,2097705820,53,735,0,0,77.644859,2202.678978,54.41,29.661182,0.00062,0.000498,0.000122,0,0, ,2,2,4,5,1,1,3,0
22525,21429,0.935261,5104,3080,31,29,7,7,42101.61719,25473.10352,28,30,255,255,1277809313,1433820130,182,103,0,0,2040.364179,53.253996,34.627815,32.230828,0.000721,0.000564,0.000157,0,0, ,7,3,2,4,1,1,3,0
47439,53,1.00E-05,114,0,254,0,0,0,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.01,0,0,0,0,0,2, ,37,37,11,11,11,6,37,1
1043,53,8.00E-06,264,0,60,0,0,0,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,0.008,0,0,0,0,0,0, ,23,23,23,23,23,23,23,0
1043,53,9.00E-06,264,0,60,0,0,0,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,0.009,0,0,0,0,0,0, ,42,42,42,42,42,23,42,0
18967,25,0.124789,37168,3276,31,29,18,8,2337000.75,204825.75,52,40,255,255,1053836276,1054830844,715,82,0,0,333.993325,11.578742,2.43998,3.187154,0.000654,0.000487,0.000167,0,0, ,1,2,3,2,1,1,2,0
47439,53,9.00E-06,114,0,254,0,0,0,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,0.009,0,0,0,0,0,2, ,34,34,31,31,31,15,34,1
55846,53,0.000951,130,162,31,29,0,0,546792.8125,681388,2,2,0,0,0,0,65,81,0,0,0,0,0.005,0.004,0,0,0,0,0, ,1,2,5,7,1,1,2,0
58197,53,0.001494,146,178,31,29,0,0,390896.9375,476572.9688,2,2,0,0,0,0,73,89,0,0,0,0,0.004,0.006,0,0,0,0,0, ,2,4,2,1,1,1,3,0
61743,143,1.358831,7810,15068,31,29,30,32,45603.90234,88010.94531,122,126,255,255,3688355533,3731917241,64,120,0,0,711.993448,696.7701,11.32075,10.866784,0.000624,0.000481,0.000143,0,0, ,1,1,1,2,1,1,1,0
65431,5190,0.145969,2158,1918,31,29,6,5,113393.9375,99911.625,24,20,255,255,350439265,2496145075,90,96,0,0,413.903597,458.461786,6.346478,7.598105,0.000693,0.000579,0.000114,0,0, ,6,5,2,4,1,1,1,0
1043,53,4.00E-06,264,0,60,0,0,0,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,0.004,0,0,0,0,0,0, ,27,27,18,18,18,18,27,0
35463,34248,0.016914,2542,22128,31,29,7,14,1172519.75,10217334,40,42,255,255,1516087965,1516376089,64,527,0,0,31.193003,29.597143,0.448595,0.409575,0.000641,0.000521,0.00012,0,0, ,3,8,9,5,1,1,3,0
36333,111,0.004776,568,312,31,29,0,0,713567.8125,391959.7813,4,4,0,0,0,0,142,78,0,0,1.78686,1.502602,1.269,1.068,0,0,0,0,0, ,5,10,5,7,1,1,4,0
1043,53,3.00E-06,114,0,254,0,0,0,152000000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.003,0,0,0,0,0,2, ,42,42,32,32,32,16,42,1
47439,53,1.00E-05,114,0,254,0,0,0,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.01,0,0,0,0,0,2, ,29,29,18,18,18,18,29,1
47439,53,6.00E-06,114,0,254,0,0,0,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.006,0,0,0,0,0,2, ,34,34,34,34,34,18,34,1
7421,22,0.007248,3728,5474,31,29,7,7,3986755,5790287,32,24,255,255,2917437460,768175472,117,228,0,0,15.273867,0.352684,0.2416,0.278174,0.000712,0.000588,0.000124,0,0, ,2,2,2,2,1,1,2,0
0,0,9.00E-06,60,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,2, ,4,4,3,3,3,3,4,1
11661,49432,0.034929,3926,54462,31,29,7,27,885682.375,12290532,66,68,255,255,812097722,2957768733,59,801,0,0,30.402577,29.378171,0.540734,0.513149,0.000665,0.000539,0.000126,0,0, ,6,6,5,3,1,1,1,0
47439,53,5.00E-06,114,0,254,0,0,0,91200000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.005,0,0,0,0,0,2, ,34,34,25,25,25,12,34,1
1043,53,6.00E-06,114,0,254,0,0,0,76000000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.006,0,0,0,0,0,2, ,25,25,17,18,17,17,25,1
16357,5190,0.006233,1920,4312,31,29,6,6,2352639,5304668.5,22,24,255,255,722252657,722545057,87,180,0,0,17.385887,13.604607,0.280381,0.245696,0.000708,0.000573,0.000135,0,0, ,4,6,2,3,1,1,1,0
1043,53,9.00E-06,264,0,60,0,0,0,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,0.009,0,0,0,0,0,0, ,38,38,38,38,38,20,38,0
1043,53,7.00E-06,114,0,254,0,0,0,65142856,0,2,0,0,0,0,0,57,0,0,0,0,0,0.007,0,0,0,0,0,2, ,13,13,13,13,13,13,13,1
32657,23070,6.00E-06,90,0,254,0,1,0,59999996,0,2,0,255,0,0,0,45,0,0,0,0,0,0.006,0,0,0,0,0,6, ,7,6,2,2,1,1,5,0
47439,53,4.00E-06,264,0,60,0,0,0,264000000,0,2,0,0,0,0,0,132,0,0,0,0,0,0.004,0,0,0,0,0,0, ,27,27,19,19,19,19,27,0
1043,53,9.00E-06,114,0,254,0,0,0,50666664,0,2,0,0,0,0,0,57,0,0,0,0,0,0.009,0,0,0,0,0,2, ,40,40,24,24,24,12,41,1
24339,22,0.607686,3728,5474,31,29,7,7,47550.875,69061.98438,32,24,255,255,1209193244,1209491419,117,228,0,0,1292.493678,39.644941,19.602774,26.392174,0.000662,0.000544,0.000118,0,0, ,1,1,1,7,1,1,1,0
22579,36066,0.001703,536,304,31,29,0,0,1888432.125,1071051,4,4,0,0,0,0,134,76,0,0,0.623432,0.298874,0.446333,0.216333,0,0,0,0,0, ,5,4,4,5,1,1,3,0
28275,26655,0.001757,528,304,31,29,0,0,1803073.375,1038133.188,4,4,0,0,0,0,132,76,0,0,0.617776,0.316551,0.441333,0.229333,0,0,0,0,0, ,4,7,3,3,1,1,3,0
22752,32991,0.004688,424,8824,31,29,1,4,633105.8125,13803755,8,12,255,255,4241904505,2103499607,53,735,0,0,38.829921,20.529714,0.626429,0.381818,0.000619,0.000485,0.000134,0,0, ,6,3,5,10,1,1,5,0
18258,6881,0.012682,1540,1644,31,29,4,4,910897.3125,979656.1875,16,18,255,255,3481420234,1342179610,96,91,0,0,56.894627,1.315546,0.825133,0.719882,0.000556,0.000442,0.000114,0,0, ,6,6,6,8,5,1,5,0
42690,80,0.864794,1922,142871,62,252,2,55,17104.65039,1310073.875,26,114,255,255,359781252,668264518,74,1253,1,68766,1805.745342,892.856233,34.59176,7.578531,0.05904,0.007747,0.051293,0,1, ,1,1,1,1,1,1,1,1
9302,7655,0.031872,4238,66846,31,29,7,30,1049196.75,16551958,72,74,255,255,1676220042,1676524604,59,903,0,0,23.221253,22.898839,0.450843,0.434125,0.00072,0.000606,0.000114,0,0, ,4,8,1,3,1,1,1,0
1043,53,7.00E-06,264,0,60,0,0,0,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,0.007,0,0,0,0,0,0, ,38,38,38,38,38,21,38,0
1043,53,1.00E-05,114,0,254,0,0,0,45600000,0,2,0,0,0,0,0,57,0,0,0,0,0,0.01,0,0,0,0,0,2, ,26,26,8,9,8,8,26,1
30138,80,1.009873,1684,10168,31,29,3,5,12389.67676,76080.85156,14,18,255,255,1029566374,3175985145,120,565,1,3924,8766.401579,7676.226421,77.655921,59.371941,0.000711,0.000546,0.000165,0,0, ,1,1,2,1,1,1,2,0
1043,53,3.00E-06,264,0,60,0,0,0,352000000,0,2,0,0,0,0,0,132,0,0,0,0,0,0.003,0,0,0,0,0,0, ,41,41,37,37,37,18,41,0
25939,53,0.000953,130,162,31,29,0,0,545645.3125,679958.0625,2,2,0,0,0,0,65,81,0,0,0,0,0.005,0.023,0,0,0,0,0, ,1,2,3,2,1,1,1,0
6625,53,0.001041,146,178,31,29,0,0,560999.0625,683957.75,2,2,0,0,0,0,73,89,0,0,0,0,0.009,0.006,0,0,0,0,0, ,1,2,2,3,1,1,1,0
58456,111,0.870364,568,304,31,29,0,0,3915.603027,2095.674805,4,4,0,0,0,0,142,76,0,0,365.815812,384.639937,258.675328,271.989,0,0,0,0,0, ,6,10,9,5,1,1,3,0
23664,37216,0.050018,4550,74188,31,29,7,33,718461.3125,11717541,78,80,255,255,1914753202,1915075005,58,927,0,0,36.458289,36.376811,0.64413,0.625076,0.000758,0.000628,0.00013,0,0, ,3,1,2,2,1,1,1,0
31071,6881,0.832517,12762,510100,31,29,19,183,122087.5938,4889692,222,406,255,255,684651562,2838223308,57,1256,0,0,679.54852,495.079537,3.800037,2.054432,0.000581,0.00047,0.000111,0,0, ,29,7,2,16,9,1,7,0
35846,111,0.227319,568,304,31,29,0,0,14992.14746,8023.966309,4,4,0,0,0,0,142,76,0,0,99.924797,33.447801,70.666,23.655666,0,0,0,0,0, ,6,5,4,6,1,1,2,0
14192,53,0.001183,146,178,31,29,0,0,493660.1563,601859.6875,2,2,0,0,0,0,73,89,0,0,0,0,0.009,0.009,0,0,0,0,0, ,6,1,1,6,2,1,1,0
23685,25,0.02227,37270,3276,31,29,18,8,13131208,1147732.375,52,40,255,255,2534430158,2535452820,717,82,0,0,26.068271,1.104935,0.447612,0.556872,0.000696,0.000548,0.000148,0,0, ,1,1,2,2,1,1,1,0
1043,53,8.00E-06,264,0,60,0,0,0,132000000,0,2,0,0,0,0,0,132,0,0,0,0,0,0.008,0,0,0,0,0,0, ,34,34,18,18,18,18,34,0
61319,25,1.186821,80486,2180,62,252,35,8,535582.0625,14175.68457,78,28,255,255,2807010342,2628771339,1032,78,0,0,1414.73273,67.44475,15.401922,43.327594,0.030915,0.016973,0.013942,0,1, ,1,1,1,2,1,1,1,1
47439,53,7.00E-06,264,0,60,0,0,0,150857136,0,2,0,0,0,0,0,132,0,0,0,0,0,0.007,0,0,0,0,0,0, ,28,28,28,28,28,14,28,0
14306,143,0.790918,7824,15460,31,29,30,32,78491.07031,155141.25,122,126,255,255,3002347897,2999159846,64,123,0,0,438.816254,438.639967,6.533372,6.425862,0.000655,0.000533,0.000122,0,0, ,1,4,4,3,1,1,1,0
26153,5190,0.004146,1036,2262,31,29,4,4,1833092.125,4001929.75,12,12,255,255,4054112370,4054421142,86,189,0,0,17.349148,0.388439,0.344909,0.320545,0.00076,0.000619,0.000141,0,0, ,2,3,3,2,2,1,1,0
1043,53,9.00E-06,264,0,60,0,0,0,117333328,0,2,0,0,0,0,0,132,0,0,0,0,0,0.009,0,0,0,0,0,0, ,18,18,18,18,18,18,18,0
