8080,1012971,3,3,0,18,0,0,0,0,6,6,6,0,17.76951166,5.923170555,202594.2,276562.1982,512424,595,1012220,506110,9770.801502,513019,499201,1012376,506188,9687.362902,513038,499338,0,0,0,0,92,60,2.961585277,2.961585277,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1003027,3,3,0,18,0,0,0,0,6,6,6,0,17.94567843,5.98189281,200605.4,273858.2441,500674,391,1002636,501318,367.6955262,501578,501058,1002123,501061.5,198.6970055,501202,500921,0,0,0,0,92,60,2.990946405,2.990946405,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,996527,3,3,0,18,0,0,0,0,6,6,6,0,18.06273187,6.020910623,199305.4,272082.8838,498466,428,996099,498049.5,1635.537985,499206,496893,995880,497940,1349.159739,498894,496986,0,0,0,0,92,60,3.010455311,3.010455311,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1000602,3,3,0,18,0,0,0,0,6,6,6,0,17.98917052,5.996390173,200120.4,273430.5116,499756,386,1000212,500106,50.91168825,500142,500070,1000073,500036.5,154.8563851,500146,499927,0,0,0,0,92,60,2.998195087,2.998195087,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1016450,3,3,0,18,0,0,0,0,6,6,6,0,17.70869202,5.902897339,203290,277658.5581,515138,511,1015840,507920,10930.45662,515649,500191,1015902,507951,11026.62315,515748,500154,0,0,0,0,92,60,2.951448669,2.951448669,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1009438,3,3,0,18,0,0,0,0,6,6,6,0,17.83170437,5.943901458,201887.6,275842.3957,509273,357,1009081,504540.5,7552.60753,509881,499200,1008830,504415,7452.905474,509685,499145,0,0,0,0,92,60,2.971950729,2.971950729,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1001243,3,3,0,18,0,0,0,0,6,6,6,0,17.97765378,5.992551259,200248.6,273369.6653,499905,510,1000733,500366.5,471.6402231,500700,500033,1000448,500224,281.4284989,500423,500025,0,0,0,0,92,60,2.996275629,2.996275629,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,994027,3,3,0,18,0,0,0,0,6,6,6,0,18.10816004,6.036053347,198805.4,271181.324,499255,735,993197,496598.5,4811.861646,500001,493196,993292,496646,4863.480441,500085,493207,0,0,0,0,92,60,3.018026673,3.018026673,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,1060591,3,3,0,18,0,0,0,0,6,6,6,0,16.97166957,5.65722319,212118.2,289354.3718,530635,386,1060205,530102.5,1641.194839,531263,528942,1059189,529594.5,2017.375647,531021,528168,0,0,0,0,92,60,2.828611595,2.828611595,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
8080,997034,3,3,0,18,0,0,0,0,6,6,6,0,18.05354682,6.01784894,199406.8,272145.4864,499450,581,996269,498134.5,2682.056021,500031,496238,996393,498196.5,2854.590076,500215,496178,0,0,0,0,92,60,3.00892447,3.00892447,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,1
